        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
   2105.31     -0.0405705     0.00208781     0.00292999    0.000157433       0.968051      0.0486097     -0.0432117     0.00221794      0.0881715      0.0044479     0.00933566    0.000478175    -0.00933566    0.000478175     0.00110612    6.02013e-05     0.00110612    6.02013e-05      0.0873246     0.00440155     0.00988565    0.000504504    -0.00988565    0.000504504      0.0298577    100000         0
    2107.8     -0.0403447     0.00209058     0.00289433    0.000156599       0.968471      0.0489635     -0.0429592     0.00222018       0.088249     0.00448099     0.00928912    0.000479061    -0.00928912    0.000479061     0.00109059    5.97677e-05     0.00109059    5.97677e-05      0.0874149     0.00443514     0.00983367    0.000505292    -0.00983367    0.000505292       0.114593    100000         0
   2110.28     -0.0400322     0.00208915     0.00285217    0.000155427       0.968861      0.0493038     -0.0426218     0.00221848      0.0884887     0.00452262     0.00922066    0.000478913    -0.00922066    0.000478913     0.00107315    5.92334e-05     0.00107315    5.92334e-05      0.0876543     0.00447652     0.00976058    0.000505116    -0.00976058    0.000505116      0.0346636    100000         0
   2112.77     -0.0398869     0.00209673     0.00282501    0.000155074       0.969295      0.0497141     -0.0424519     0.00222571      0.0884419     0.00455555     0.00919038    0.000480827    -0.00919038    0.000480827     0.00106119    5.89982e-05     0.00106119    5.89982e-05      0.0876316     0.00451045     0.00972556    0.000506983    -0.00972556    0.000506983      0.0346172    100000         0
   2115.25     -0.0396858     0.00209914     0.00279489    0.000154369         0.9697      0.0500389     -0.0422187     0.00222736      0.0886676     0.00459415     0.00914945     0.00048163    -0.00914945     0.00048163     0.00104807    5.86306e-05     0.00104807    5.86306e-05      0.0878665     0.00454928     0.00967808    0.000507639    -0.00967808    0.000507639      0.0338058    100000         0
   2117.74     -0.0394639     0.00210211     0.00276279    0.000153665       0.970083      0.0504053     -0.0419717     0.00223006       0.088869     0.00463633     0.00910266    0.000482512    -0.00910266    0.000482512     0.00103454    5.82792e-05     0.00103454    5.82792e-05      0.0880761     0.00459164     0.00962641    0.000508491    -0.00962641    0.000508491      0.0339603    100000         0
   2120.22     -0.0393054     0.00211054     0.00273275    0.000153183       0.970509      0.0508586     -0.0417945     0.00223877       0.089112     0.00468785     0.00907147    0.000484727    -0.00907147    0.000484727     0.00102155    5.80044e-05     0.00102155    5.80044e-05      0.0883299     0.00464341     0.00959159    0.000510772    -0.00959159    0.000510772        0.03217    100000         0
   2122.71     -0.0389609     0.00210439     0.00269102    0.000151755       0.970905      0.0511431     -0.0414096     0.00223127      0.0893325     0.00472359     0.00899679    0.000483566    -0.00899679    0.000483566     0.00100399    5.73508e-05     0.00100399    5.73508e-05      0.0885527     0.00467908      0.0095087    0.000509344     -0.0095087    0.000509344      0.0308073    100000         0
   2125.19     -0.0388374     0.00211205     0.00266806    0.000151484       0.971287      0.0515261     -0.0412677     0.00223883      0.0895049     0.00476507     0.00897227    0.000485505    -0.00897227    0.000485505    0.000994046    5.71675e-05    0.000994046    5.71675e-05      0.0887394     0.00472109     0.00948063     0.00051129    -0.00948063     0.00051129      0.0304276    100000         0
   2127.68     -0.0385632     0.00211132     0.00263045     0.00015039       0.971702      0.0518974     -0.0409612     0.00223731      0.0895808     0.00480078      0.0089154    0.000485659     -0.0089154    0.000485659    0.000977983    5.66425e-05    0.000977983    5.66425e-05      0.0888272     0.00475723     0.00941705    0.000511283    -0.00941705    0.000511283      0.0304567    100000         0
   2130.16     -0.0382781     0.00211007     0.00259483    0.000149395       0.972057      0.0522373     -0.0406516     0.00223561      0.0898614     0.00484605     0.00885185     0.00048549    -0.00885185     0.00048549    0.000963538    5.61907e-05    0.000963538    5.61907e-05      0.0891082     0.00480224     0.00934903    0.000511065    -0.00934903    0.000511065      0.0304569    100000         0
   2132.65     -0.0380771     0.00211257     0.00256439    0.000148592       0.972461      0.0526097     -0.0404163     0.00223704      0.0899403     0.00488257     0.00881162     0.00048639    -0.00881162     0.00048639    0.000950052    5.57609e-05    0.000950052    5.57609e-05      0.0892032     0.00483942     0.00930155    0.000511742    -0.00930155    0.000511742       0.031089    100000         0
   2135.13     -0.0378671     0.00211534      0.0025339     0.00014782       0.972849      0.0529903     -0.0401743     0.00223904      0.0901123     0.00492405     0.00876928    0.000487346    -0.00876928    0.000487346    0.000936802    5.53588e-05    0.000936802    5.53588e-05      0.0893861     0.00488132     0.00925256     0.00051254    -0.00925256     0.00051254       0.030637    100000         0
   2137.62     -0.0375728     0.00211259     0.00249717    0.000146635       0.973239      0.0533332     -0.0398399     0.00223503      0.0903873     0.00496885     0.00870714    0.000487035    -0.00870714    0.000487035    0.000921154    5.47961e-05    0.000921154    5.47961e-05      0.0896655     0.00492612     0.00918212    0.000511971    -0.00918212    0.000511971       0.031138    100000         0
    2140.1     -0.0374056     0.00211714     0.00247059    0.000146022        0.97367      0.0537429      -0.039641     0.00223876      0.0905451     0.00501162      0.0086741    0.000488402     -0.0086741    0.000488402    0.000909403    5.44531e-05    0.000909403    5.44531e-05      0.0898402     0.00496956     0.00914249    0.000513167    -0.00914249    0.000513167      0.0307141    100000         0
   2142.59     -0.0371384     0.00211871     0.00243618    0.000145136       0.974005      0.0541621     -0.0393564     0.00224038      0.0907832      0.0050628     0.00861716    0.000488992    -0.00861716    0.000488992    0.000895423    5.40441e-05    0.000895423    5.40441e-05      0.0900813     0.00502064     0.00908225    0.000513797    -0.00908225    0.000513797       0.030707    100000         0
   2145.07     -0.0369884     0.00212611     0.00240945    0.000144613       0.974408       0.054623     -0.0391804     0.00224728      0.0909525     0.00511134     0.00858909    0.000491059    -0.00858909    0.000491059    0.000883546    5.37257e-05    0.000883546    5.37257e-05      0.0902657     0.00506981     0.00904872    0.000515759    -0.00904872    0.000515759      0.0296271    100000         0
   2147.56     -0.0366979      0.0021249     0.00237312    0.000143495       0.974771      0.0550239     -0.0388596     0.00224523      0.0910727     0.00515374     0.00852625    0.000491051    -0.00852625    0.000491051     0.00086841    5.31972e-05     0.00086841    5.31972e-05      0.0903932     0.00511243     0.00897985    0.000515595    -0.00897985    0.000515595      0.0308761    100000         0
   2150.04     -0.0364706     0.00212641     0.00234304    0.000142679       0.975133      0.0554205     -0.0386056     0.00224615      0.0913175     0.00520245     0.00847902    0.000491697    -0.00847902    0.000491697    0.000855754    5.27993e-05    0.000855754    5.27993e-05      0.0906454     0.00516133     0.00892716    0.000516129    -0.00892716    0.000516129      0.0306866    100000         0
   2152.53     -0.0362516     0.00212969     0.00231385    0.000141987       0.975479      0.0558583     -0.0383664     0.00224915      0.0914181     0.00524714     0.00843196    0.000492655    -0.00843196    0.000492655    0.000843741    5.24555e-05    0.000843741    5.24555e-05       0.090757     0.00520641     0.00887625    0.000517059    -0.00887625    0.000517059      0.0310515    100000         0
   2155.01     -0.0359617     0.00212905     0.00227906    0.000140904       0.975889      0.0563238     -0.0380433      0.0022478      0.0916005      0.0052986     0.00837185     0.00049291    -0.00837185     0.00049291    0.000829182    5.19472e-05    0.000829182    5.19472e-05      0.0909501     0.00525816     0.00880919    0.000517163    -0.00880919    0.000517163      0.0323659    100000         0
    2157.5     -0.0357147     0.00212885     0.00224866    0.000139985       0.976203      0.0567026     -0.0377715     0.00224704      0.0918359     0.00534583      0.0083195    0.000493134     -0.0083195    0.000493134    0.000816675    5.15193e-05    0.000816675    5.15193e-05      0.0911895     0.00530544     0.00875187    0.000517291    -0.00875187    0.000517291      0.0320442    100000         0
   2159.98     -0.0355038     0.00213431     0.00222111     0.00013945       0.976623      0.0572473       -0.03754     0.00225235      0.0919604     0.00540172     0.00827313    0.000494574    -0.00827313    0.000494574    0.000805481    5.12429e-05    0.000805481    5.12429e-05      0.0913305     0.00536185     0.00870171    0.000518738    -0.00870171    0.000518738      0.0351812    100000         0
   2162.47     -0.0353297     0.00214139     0.00219486    0.000138932        0.97696      0.0577414     -0.0373429     0.00225901      0.0921056     0.00545448     0.00823704    0.000496496    -0.00823704    0.000496496     0.00079427    5.09402e-05     0.00079427    5.09402e-05      0.0914872     0.00541512     0.00866112     0.00052059    -0.00866112     0.00052059      0.0399642    100000         0
   2164.95     -0.0350978     0.00214328     0.00216421    0.000138047       0.977334      0.0582109     -0.0370826     0.00226017      0.0923001      0.0055077      0.0081911    0.000497372     -0.0081911    0.000497372    0.000781234    5.04976e-05    0.000781234    5.04976e-05      0.0916925     0.00546869     0.00860908    0.000521308    -0.00860908    0.000521308      0.0424868    100000         0
   2167.44     -0.0348706     0.00214406     0.00213493    0.000137107       0.977672      0.0586312      -0.036823      0.0022598      0.0924263     0.00555272     0.00814413     0.00049794    -0.00814413     0.00049794    0.000768707    5.00268e-05    0.000768707    5.00268e-05      0.0918289      0.0055142     0.00855544    0.000521636    -0.00855544    0.000521636      0.0466996    100000         0
   2169.92     -0.0346437     0.00214694     0.00210553    0.000136291       0.977986      0.0590918     -0.0365704     0.00226213      0.0927876     0.00561652     0.00809728    0.000498965    -0.00809728    0.000498965     0.00075645    4.96241e-05     0.00075645    4.96241e-05      0.0921922     0.00557786      0.0085034     0.00052256     -0.0085034     0.00052256      0.0443309    100000         0
   2172.41     -0.0342686     0.00214057     0.00206815    0.000134952       0.978331      0.0595428     -0.0361678     0.00225497       0.092765     0.00565552     0.00801247    0.000497666    -0.00801247    0.000497666     0.00074183      4.905e-05     0.00074183      4.905e-05      0.0921778     0.00561717     0.00841341    0.000521138    -0.00841341    0.000521138      0.0461658    100000         0
   2174.89     -0.0341512     0.00215187     0.00204734    0.000134707       0.978679      0.0601199     -0.0360292     0.00226623      0.0931838     0.00573295     0.00799348    0.000500754    -0.00799348    0.000500754    0.000732686    4.88589e-05    0.000732686    4.88589e-05      0.0926067     0.00569489     0.00838988    0.000524215    -0.00838988    0.000524215      0.0472622    100000         0
