        xB    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]   <dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
      0.03       0.173779    9.83479e-05       0.159726    8.10994e-05     -0.0421101    2.00017e-05     -0.0096224    4.31068e-06   -0.000600528    1.52169e-05     -0.0452639    2.71607e-05      0.0452639    2.71607e-05      0.0363976    1.75507e-05      0.0363976    1.75507e-05    -0.00329815    1.54932e-06      0.0024037     1.0489e-06     -0.0024037     1.0489e-06       0.755884    0.000234579      0.0656783     3.1083e-05       0.120734    4.85184e-05     -0.0318303    1.14458e-05    -0.00363671    1.17495e-06   -0.000453929    1.15014e-05     -0.0342143    1.75714e-05      0.0342143    1.75714e-05      0.0275124    1.01537e-05      0.0275124    1.01537e-05    -0.00249302    8.79163e-07     0.00181692    5.57386e-07    -0.00181692    5.57386e-07        3.10464  10000000         1
     0.031       0.171922    9.24295e-05       0.160936    7.63989e-05     -0.0423008    1.95283e-05    -0.00984554    4.16759e-06    -0.00174617    1.51375e-05     -0.0445001    2.53441e-05      0.0445001    2.53441e-05      0.0368411    1.65621e-05      0.0368411    1.65621e-05    -0.00329633    1.49992e-06     0.00245524     1.0087e-06    -0.00245524     1.0087e-06       0.714147    0.000206216      0.0613888    2.78396e-05       0.114932    4.33056e-05      -0.030209    1.08812e-05    -0.00351558    1.08813e-06    -0.00124702    1.08044e-05     -0.0317796    1.56006e-05      0.0317796    1.56006e-05        0.02631    9.06523e-06        0.02631    9.06523e-06    -0.00235406    8.27839e-07      0.0017534    5.12412e-07     -0.0017534    5.12412e-07        3.11848  10000000         1
     0.032        0.17005    8.61412e-05       0.162076    7.17706e-05     -0.0424891    1.89673e-05     -0.0100686      3.971e-06    -0.00283188    1.51274e-05     -0.0437415    2.35252e-05      0.0437415    2.35252e-05      0.0372699    1.54866e-05      0.0372699    1.54866e-05     -0.0032944    1.44208e-06     0.00250668    9.55802e-07    -0.00250668    9.55802e-07       0.675563    0.000179698      0.0574398    2.47626e-05       0.109493    3.87633e-05     -0.0287041    1.02904e-05    -0.00340099    9.90334e-07    -0.00191311    1.02069e-05     -0.0295501    1.38129e-05      0.0295501    1.38129e-05      0.0251781    8.03759e-06      0.0251781    8.03759e-06    -0.00222557    7.73719e-07     0.00169342    4.62637e-07    -0.00169342    4.62637e-07        3.12419  10000000         1
     0.033       0.168165    8.17805e-05        0.16315    6.90268e-05     -0.0426745    1.86127e-05     -0.0102916    3.83151e-06    -0.00386133    1.52155e-05      -0.042988    2.23047e-05       0.042988    2.23047e-05      0.0376846    1.47701e-05      0.0376846    1.47701e-05    -0.00329232    1.40171e-06     0.00255802    9.18275e-07    -0.00255802    9.18275e-07       0.639826     0.00016045      0.0537983     2.2416e-05       0.104387    3.55711e-05     -0.0273043    9.74363e-06    -0.00329243    9.05968e-07    -0.00247058    9.71555e-06     -0.0275048    1.24936e-05      0.0275048    1.24936e-05      0.0241116    7.26278e-06      0.0241116    7.26278e-06    -0.00210652    7.24772e-07     0.00163669    4.20408e-07    -0.00163669    4.20408e-07        3.13135  10000000         1
     0.034        0.16627    7.78311e-05       0.164161    6.65108e-05     -0.0428573    1.82889e-05     -0.0105146    3.70692e-06    -0.00483801    1.52818e-05     -0.0422406    2.11795e-05      0.0422406    2.11795e-05      0.0380861    1.41393e-05      0.0380861    1.41393e-05    -0.00329011    1.36748e-06      0.0026093    8.84728e-07     -0.0026093    8.84728e-07       0.606663     0.00014359      0.0504349    2.03683e-05      0.0995907    3.27485e-05     -0.0259999    9.23218e-06    -0.00318943    8.33347e-07    -0.00293504    9.24486e-06     -0.0256258    1.13272e-05      0.0256258    1.13272e-05      0.0231055    6.60842e-06      0.0231055    6.60842e-06    -0.00199599    6.81944e-07     0.00158296    3.84325e-07    -0.00158296    3.84325e-07        3.14224  10000000         1
     0.035       0.164366     7.4223e-05       0.165114    6.41949e-05     -0.0430375     1.7991e-05     -0.0107378    3.59692e-06    -0.00576406    1.53326e-05      -0.041499    2.01459e-05       0.041499    2.01459e-05       0.038475    1.35735e-05       0.038475    1.35735e-05    -0.00328774    1.33945e-06     0.00266052    8.55554e-07    -0.00266052    8.55554e-07       0.575827    0.000128659      0.0473231    1.85707e-05      0.0950769    3.02513e-05     -0.0247821    8.75575e-06    -0.00309156    7.71573e-07     -0.0033191    8.79771e-06     -0.0238963    1.02988e-05      0.0238963    1.02988e-05      0.0221549    6.04865e-06      0.0221549    6.04865e-06    -0.00189317    6.44952e-07       0.001532    3.54311e-07      -0.001532    3.54311e-07        3.11964  10000000         1
     0.036       0.162456    7.21636e-05       0.166011     6.3365e-05     -0.0432152    1.78799e-05     -0.0109611    3.53974e-06     -0.0066437     1.5415e-05     -0.0407646    1.95854e-05      0.0407646    1.95854e-05      0.0388519    1.33029e-05      0.0388519    1.33029e-05    -0.00328525    1.32236e-06     0.00271171    8.39326e-07    -0.00271171    8.39326e-07        0.54711    0.000118502      0.0444407    1.72349e-05      0.0908262    2.85452e-05     -0.0236435    8.33467e-06    -0.00299847    7.18215e-07    -0.00363483    8.39688e-06     -0.0223027    9.56468e-06      0.0223027    9.56468e-06      0.0212563    5.63684e-06      0.0212563    5.63684e-06    -0.00179739    6.09798e-07      0.0014836    3.28034e-07     -0.0014836    3.28034e-07        3.12383  10000000         1
     0.037       0.160541    6.87151e-05       0.166856    6.09003e-05     -0.0433903    1.76286e-05     -0.0111847    3.43671e-06    -0.00747865    1.53437e-05     -0.0400361    1.86139e-05      0.0400361    1.86139e-05      0.0392175    1.27212e-05      0.0392175    1.27212e-05     -0.0032826    1.29595e-06      0.0027629    8.10612e-07     -0.0027629    8.10612e-07       0.520319    0.000105616      0.0417662    1.57388e-05      0.0868181    2.63352e-05     -0.0225768    7.94567e-06    -0.00290981    6.71223e-07    -0.00389128    7.94446e-06     -0.0208315    8.71335e-06      0.0208315    8.71335e-06      0.0204056    5.16296e-06      0.0204056    5.16296e-06      -0.001708    5.78355e-07     0.00143759    3.04539e-07    -0.00143759    3.04539e-07        3.12959  10000000         1
     0.038       0.158623    6.71725e-05       0.167651     6.0382e-05     -0.0435625    1.75848e-05     -0.0114085    3.41122e-06    -0.00827105    1.54298e-05      -0.039315    1.81873e-05       0.039315    1.81873e-05      0.0395722    1.25617e-05      0.0395722    1.25617e-05    -0.00327976    1.28925e-06     0.00281406    8.03029e-07    -0.00281406    8.03029e-07       0.495294    9.80727e-05      0.0392826    1.47045e-05      0.0830363    2.49816e-05     -0.0215762    7.58982e-06    -0.00282528       6.33e-07     -0.0040966    7.59912e-06     -0.0194724    8.14117e-06      0.0194724    8.14117e-06      0.0195999    4.86297e-06      0.0195999    4.86297e-06    -0.00162444    5.51629e-07     0.00139379    2.86404e-07    -0.00139379    2.86404e-07        3.11799  10000000         1
     0.039       0.156703    6.53114e-05       0.168398    5.94706e-05     -0.0437324    1.74954e-05     -0.0116327    3.37328e-06    -0.00902362    1.54506e-05     -0.0386007    1.76748e-05      0.0386007    1.76748e-05      0.0399165    1.23176e-05      0.0399165    1.23176e-05    -0.00327678    1.27684e-06     0.00286525    7.91474e-07    -0.00286525    7.91474e-07       0.471876    9.02311e-05      0.0369723    1.36919e-05       0.079463    2.35932e-05     -0.0206363    7.25152e-06    -0.00274459    5.98333e-07    -0.00425803    7.24514e-06     -0.0182148    7.57826e-06      0.0182148    7.57826e-06      0.0188356    4.56195e-06      0.0188356    4.56195e-06    -0.00154624    5.24975e-07     0.00135204    2.69529e-07    -0.00135204    2.69529e-07        3.13396  10000000         1
      0.04       0.154784    6.41808e-05       0.169101    5.92253e-05     -0.0438995    1.74903e-05     -0.0118572    3.36496e-06     -0.0097381    1.55187e-05     -0.0378939    1.73676e-05      0.0378939    1.73676e-05      0.0402509    1.22349e-05      0.0402509    1.22349e-05    -0.00327364    1.27359e-06     0.00291645     7.8811e-07    -0.00291645     7.8811e-07       0.449937     8.4504e-05      0.0348216    1.28726e-05      0.0760847    2.24923e-05      -0.019752    6.94033e-06     -0.0026675    5.67514e-07    -0.00438153    6.93376e-06     -0.0170499     7.1281e-06      0.0170499     7.1281e-06      0.0181104     4.3284e-06      0.0181104     4.3284e-06    -0.00147293    5.01841e-07     0.00131222    2.54957e-07    -0.00131222    2.54957e-07        3.32726  10000000         1
     0.041       0.152864    6.32219e-05       0.169761    5.91036e-05      -0.044064    1.75006e-05     -0.0120822    3.36657e-06     -0.0104164    1.56096e-05     -0.0371938    1.71074e-05      0.0371938    1.71074e-05      0.0405757    1.21901e-05      0.0405757    1.21901e-05     -0.0032703    1.27317e-06     0.00296769     7.8752e-07    -0.00296769     7.8752e-07       0.429355    7.94748e-05      0.0328165    1.21371e-05      0.0728875    2.14927e-05     -0.0189191    6.64801e-06    -0.00259377    5.40208e-07    -0.00447235    6.65071e-06     -0.0159693     6.7241e-06      0.0159693     6.7241e-06      0.0174214    4.12241e-06      0.0174214    4.12241e-06    -0.00140412    4.80901e-07     0.00127419    2.42282e-07    -0.00127419    2.42282e-07         3.1418  10000000         1
     0.042       0.150948    6.20402e-05        0.17038    5.86379e-05     -0.0442264    1.74574e-05     -0.0123077    3.35033e-06     -0.0110609    1.56322e-05      -0.036502    1.67953e-05       0.036502    1.67953e-05      0.0408916    1.20653e-05      0.0408916    1.20653e-05    -0.00326686    1.26787e-06     0.00301898    7.82087e-07    -0.00301898    7.82087e-07       0.410019    7.41737e-05      0.0309458    1.14206e-05      0.0698591    2.04533e-05     -0.0181337    6.36191e-06    -0.00252319    5.13239e-07    -0.00453519    6.35677e-06     -0.0149665    6.33184e-06      0.0149665    6.33184e-06      0.0167664    3.90812e-06      0.0167664    3.90812e-06    -0.00133948    4.59923e-07     0.00123784    2.29534e-07    -0.00123784    2.29534e-07        3.13775  10000000         1
     0.043       0.149033    6.13664e-05       0.170961    5.86632e-05     -0.0443856     1.7486e-05     -0.0125336      3.362e-06     -0.0116721    1.56706e-05     -0.0358168    1.66166e-05      0.0358168    1.66166e-05      0.0411987    1.20603e-05      0.0411987    1.20603e-05    -0.00326317    1.26927e-06     0.00307031    7.84047e-07    -0.00307031    7.84047e-07       0.391839    7.02051e-05      0.0291984     1.0825e-05       0.066989    1.96042e-05      -0.017392    6.10209e-06    -0.00245557    4.90199e-07    -0.00457359    6.08543e-06     -0.0140344    6.00589e-06      0.0140344    6.00589e-06      0.0161432    3.73718e-06      0.0161432    3.73718e-06    -0.00127864    4.41446e-07     0.00120307     2.1891e-07    -0.00120307     2.1891e-07        3.13458  10000000         1
     0.044       0.147122    6.16894e-05       0.171505    5.97875e-05     -0.0445426    1.76561e-05       -0.01276    3.42686e-06     -0.0122528    1.58239e-05     -0.0351394    1.67019e-05      0.0351394    1.67019e-05      0.0414975    1.23079e-05      0.0414975    1.23079e-05    -0.00325934    1.28239e-06     0.00312172    8.00265e-07    -0.00312172    8.00265e-07       0.374719    6.84375e-05      0.0275647    1.04041e-05       0.064266    1.90828e-05      -0.016691    5.87195e-06    -0.00239072    4.70729e-07    -0.00459135    5.86991e-06     -0.0131674    5.77805e-06      0.0131674    5.77805e-06      0.0155499    3.63388e-06      0.0155499    3.63388e-06    -0.00122134    4.25627e-07     0.00116977    2.10432e-07    -0.00116977    2.10432e-07        3.14297  10000000         1
     0.045       0.145216    5.98704e-05       0.172014    5.83562e-05     -0.0446968    1.75609e-05     -0.0129871    3.37738e-06     -0.0128039     1.5749e-05     -0.0344697    1.62292e-05      0.0344697    1.62292e-05      0.0417883    1.19825e-05      0.0417883    1.19825e-05    -0.00325533    1.27279e-06     0.00317319    7.85253e-07    -0.00317319    7.85253e-07       0.358584    6.25131e-05       0.026036    9.72743e-06      0.0616815    1.79514e-05     -0.0160276     5.6432e-06    -0.00232848    4.49328e-07    -0.00459127    5.59032e-06     -0.0123603    5.40592e-06      0.0123603    5.40592e-06      0.0149846    3.41142e-06      0.0149846    3.41142e-06    -0.00116731    4.08521e-07     0.00113786    1.99845e-07    -0.00113786    1.99845e-07        3.13201  10000000         1
     0.046       0.143315     5.9276e-05       0.172489    5.83298e-05     -0.0448484    1.76226e-05     -0.0132148    3.39732e-06     -0.0133267    1.57871e-05     -0.0338075    1.60704e-05      0.0338075    1.60704e-05      0.0420713    1.19804e-05      0.0420713    1.19804e-05    -0.00325113    1.27482e-06     0.00322475    7.88533e-07    -0.00322475    7.88533e-07        0.34336     5.9295e-05      0.0246043    9.24707e-06      0.0592259    1.72197e-05     -0.0153992    5.43522e-06    -0.00226871    4.32074e-07    -0.00457585    5.36275e-06     -0.0116082    5.14094e-06      0.0116082    5.14094e-06      0.0144456    3.27086e-06      0.0144456    3.27086e-06    -0.00111631    3.92986e-07     0.00110725    1.91688e-07    -0.00110725    1.91688e-07        3.13124  10000000         1
     0.047       0.141419    5.88067e-05       0.172933    5.83744e-05     -0.0449972    1.76983e-05      -0.013443    3.42219e-06     -0.0138226    1.58327e-05     -0.0331526      1.595e-05      0.0331526      1.595e-05      0.0423469    1.19998e-05      0.0423469    1.19998e-05    -0.00324671    1.27985e-06     0.00327639    7.93374e-07    -0.00327639    7.93374e-07       0.328983    5.64336e-05      0.0232622    8.81181e-06       0.056892    1.65396e-05     -0.0148033    5.23953e-06    -0.00221126    4.15931e-07     -0.0045474    5.14994e-06     -0.0109067    4.90241e-06      0.0109067    4.90241e-06      0.0139314    3.14222e-06      0.0139314    3.14222e-06    -0.00106811    3.79094e-07     0.00107788    1.84221e-07    -0.00107788    1.84221e-07        3.14872  10000000         1
     0.048       0.139529    5.84116e-05       0.173346    5.84912e-05     -0.0451434    1.77792e-05     -0.0136719    3.45333e-06     -0.0142929     1.5877e-05     -0.0325052    1.58485e-05      0.0325052    1.58485e-05      0.0426154    1.20431e-05      0.0426154    1.20431e-05    -0.00324212    1.28565e-06     0.00332812    7.99944e-07    -0.00332812    7.99944e-07       0.315393    5.39055e-05      0.0220032    8.40864e-06      0.0546721     1.5906e-05     -0.0142379    5.05187e-06    -0.00215601    4.00969e-07    -0.00450787    4.94785e-06     -0.0102519    4.68133e-06      0.0102519    4.68133e-06      0.0134406    3.02488e-06      0.0134406    3.02488e-06    -0.00102254    3.65886e-07     0.00104966    1.77392e-07    -0.00104966    1.77392e-07        3.17526  10000000         1
     0.049       0.137647    5.82252e-05        0.17373    5.88407e-05      -0.045287    1.78907e-05     -0.0139015    3.50086e-06     -0.0147387    1.59898e-05     -0.0318656    1.57975e-05      0.0318656    1.57975e-05      0.0428771    1.21492e-05      0.0428771    1.21492e-05    -0.00323734    1.29492e-06     0.00337996    8.10766e-07    -0.00337996    8.10766e-07       0.302532    5.18884e-05      0.0208212    8.05101e-06      0.0525588    1.53499e-05     -0.0137008    4.87578e-06    -0.00210282    3.87758e-07    -0.00445893    4.77658e-06    -0.00964036    4.48413e-06     0.00964036    4.48413e-06      0.0129717    2.92569e-06      0.0129717    2.92569e-06   -0.000979399    3.53913e-07     0.00102254    1.71479e-07    -0.00102254    1.71479e-07        3.21864  10000000         1
      0.05       0.135771    5.76049e-05       0.174086    5.85212e-05     -0.0454279    1.79266e-05     -0.0141318    3.50453e-06     -0.0151613    1.59118e-05     -0.0312333    1.56449e-05      0.0312333    1.56449e-05      0.0431321    1.20818e-05      0.0431321    1.20818e-05    -0.00323236    1.29529e-06      0.0034319    8.09824e-07     -0.0034319    8.09824e-07       0.290353    4.90334e-05      0.0197108    7.67189e-06      0.0505465    1.46921e-05     -0.0131901    4.70435e-06     -0.0020516    3.72579e-07    -0.00440213    4.55984e-06    -0.00906868    4.27659e-06     0.00906868    4.27659e-06      0.0125235    2.79876e-06      0.0125235    2.79876e-06   -0.000938527    3.41065e-07    0.000996461    1.64229e-07   -0.000996461    1.64229e-07        3.13484  10000000         1
     0.051       0.133904    5.73271e-05       0.174416    5.86391e-05     -0.0455659    1.80267e-05     -0.0143628    3.54155e-06     -0.0155611    1.59543e-05     -0.0306084    1.55762e-05      0.0306084    1.55762e-05      0.0433806    1.21344e-05      0.0433806    1.21344e-05    -0.00322716    1.30311e-06     0.00348394    8.17687e-07    -0.00348394    8.17687e-07       0.278811    4.69861e-05      0.0186669    7.34651e-06      0.0486289     1.4147e-05     -0.0127043    4.54722e-06    -0.00200224    3.60409e-07    -0.00433861    4.38773e-06    -0.00853396    4.09776e-06     0.00853396    4.09776e-06       0.012095    2.70028e-06       0.012095    2.70028e-06   -0.000899767    3.30166e-07    0.000971361    1.58676e-07   -0.000971361    1.58676e-07        2.48455  10000000         1
     0.052       0.132044    5.70579e-05        0.17472    5.87318e-05     -0.0457011    1.81261e-05     -0.0145944    3.57773e-06       -0.01594    1.59884e-05     -0.0299908    1.55119e-05      0.0299908    1.55119e-05       0.043623    1.21816e-05       0.043623    1.21816e-05    -0.00322176    1.31092e-06      0.0035361    8.25342e-07     -0.0035361    8.25342e-07       0.267862    4.50306e-05      0.0176848    7.03979e-06      0.0468009    1.36233e-05     -0.0122416    4.39759e-06    -0.00195465    3.48749e-07    -0.00426972    4.22209e-06    -0.00803339    3.92945e-06     0.00803339    3.92945e-06       0.011685    2.60545e-06       0.011685    2.60545e-06   -0.000862987    3.19776e-07    0.000947187    1.53363e-07   -0.000947187    1.53363e-07        1.95647  10000000         1
     0.053       0.130193    5.66479e-05          0.175    5.86103e-05     -0.0458338     1.8193e-05     -0.0148269    3.60013e-06     -0.0162981    1.59987e-05     -0.0293808    1.54095e-05      0.0293808    1.54095e-05      0.0438595    1.21753e-05      0.0438595    1.21753e-05    -0.00321616    1.31473e-06     0.00358839    8.29113e-07    -0.00358839    8.29113e-07       0.257467    4.29148e-05      0.0167602    6.73618e-06      0.0450566    1.30887e-05     -0.0118007    4.25109e-06    -0.00190872    3.37009e-07    -0.00419624    4.05933e-06    -0.00756459    3.76174e-06     0.00756459    3.76174e-06      0.0112924    2.50676e-06      0.0112924    2.50676e-06   -0.000828055    3.09084e-07    0.000923893    1.47833e-07   -0.000923893    1.47833e-07        1.95007  10000000         1
     0.054       0.128351    5.62377e-05       0.175256    5.84513e-05     -0.0459634    1.82557e-05     -0.0150602    3.62176e-06     -0.0166369    1.59991e-05     -0.0287779    1.53106e-05      0.0287779    1.53106e-05      0.0440902    1.21664e-05      0.0440902    1.21664e-05    -0.00321034    1.31959e-06     0.00364081    8.32839e-07    -0.00364081    8.32839e-07       0.247592    4.09153e-05      0.0158893    6.44787e-06       0.043392    1.25707e-05     -0.0113802    4.11017e-06    -0.00186439    3.25735e-07    -0.00411917    3.90234e-06    -0.00712517    3.60328e-06     0.00712517    3.60328e-06      0.0109164    2.41239e-06      0.0109164    2.41239e-06   -0.000794854    2.99154e-07    0.000901435    1.42583e-07   -0.000901435    1.42583e-07        1.90961  10000000         1
     0.055       0.126517    5.62308e-05        0.17549    5.88284e-05     -0.0460902    1.83654e-05     -0.0152942    3.67543e-06     -0.0169568    1.60555e-05      -0.028182    1.53086e-05       0.028182    1.53086e-05      0.0443153    1.22908e-05      0.0443153    1.22908e-05    -0.00320429    1.32946e-06     0.00369335    8.45535e-07    -0.00369335    8.45535e-07       0.238204     3.9643e-05      0.0150684    6.20996e-06      0.0418025    1.21643e-05     -0.0109789    3.97488e-06    -0.00182157    3.15791e-07    -0.00403917    3.76496e-06    -0.00671307    3.47121e-06     0.00671307    3.47121e-06      0.0105561    2.34206e-06      0.0105561    2.34206e-06   -0.000763274     2.9009e-07    0.000879771    1.38306e-07   -0.000879771    1.38306e-07        1.91762  10000000         1
